# Estimated Coulombstress in Roof region of gallery in Morsleben (from Dirk Becker) (see Dahm, 2022, fig 7)
# Coulombstress_in_Pa   day_since_filling
3741249.80 216.396
3739753.40 216.438
3738258.76 216.479
3736765.88 216.521
3735274.75 216.562
3733785.37 216.604
3732297.74 216.646
3730811.85 216.688
3729327.69 216.729
3727845.26 216.771
3726364.56 216.812
3724885.58 216.854
3723408.31 216.896
3721932.75 216.938
3720458.90 216.979
3718986.75 217.021
3717516.30 217.062
3716047.53 217.104
3714580.45 217.146
3713115.06 217.188
3711651.34 217.229
3710189.29 217.271
3708728.90 217.312
3707270.18 217.354
3705813.12 217.396
3704357.71 217.438
3702903.94 217.479
3701451.82 217.521
3700001.34 217.562
3698552.49 217.604
3697105.26 217.646
3695659.66 217.688
3694215.68 217.729
3692773.31 217.771
3691332.55 217.812
3689893.39 217.854
3688455.83 217.896
3687019.87 217.938
3685585.49 217.979
3684152.70 218.021
3682721.49 218.062
3681291.85 218.104
3679863.78 218.146
3678437.28 218.188
3677012.33 218.229
3675588.95 218.271
3674167.11 218.312
3672746.81 218.354
3671328.06 218.396
3669910.84 218.438
3668495.16 218.479
3667081.00 218.521
3665668.36 218.562
3664257.23 218.604
3662847.62 218.646
3661439.51 218.688
3660032.91 218.729
3658627.80 218.771
3657224.18 218.812
3655822.06 218.854
3654421.41 218.896
3653022.24 218.938
3651624.54 218.979
3650228.31 219.021
3648833.54 219.062
3647440.24 219.104
3646048.38 219.146
3644657.97 219.188
3643269.01 219.229
3641881.48 219.271
3640495.39 219.312
3639110.72 219.354
3637727.48 219.396
3636345.66 219.438
3634965.26 219.479
3633586.26 219.521
3632208.67 219.562
3630832.47 219.604
3629457.67 219.646
3628084.26 219.688
3626712.24 219.729
3625341.60 219.771
3623972.33 219.812
3622604.43 219.854
3621237.90 219.896
3619872.73 219.938
3618508.91 219.979
3617146.46 220.021
3615785.50 220.062
3614426.02 220.104
3613068.03 220.146
3611711.53 220.188
3610356.50 220.229
3609002.96 220.271
3607650.89 220.312
3606300.30 220.354
3604951.17 220.396
3603603.50 220.438
3602257.30 220.479
3600912.55 220.521
3599569.26 220.562
3598227.41 220.604
3596887.02 220.646
3595548.06 220.688
3594210.55 220.729
3592874.48 220.771
3591539.83 220.812
3590206.62 220.854
3588874.83 220.896
3587544.47 220.938
3586215.52 220.979
3584887.99 221.021
3583561.87 221.062
3582237.16 221.104
3580913.86 221.146
3579591.96 221.188
3578271.45 221.229
3576952.34 221.271
3575634.63 221.312
3574318.30 221.354
3573003.35 221.396
3571689.79 221.438
3570377.60 221.479
3569066.78 221.521
3567757.34 221.562
3566449.26 221.604
3565142.55 221.646
3563837.20 221.688
3562533.20 221.729
3561230.56 221.771
3559929.27 221.812
3558629.32 221.854
3557330.71 221.896
3556033.45 221.938
3554737.52 221.979
3553442.92 222.021
3552149.65 222.062
3550857.71 222.104
3549567.09 222.146
3548277.78 222.188
3546989.79 222.229
3545703.11 222.271
3544417.75 222.312
3543133.68 222.354
3541850.92 222.396
3540569.45 222.438
3539289.28 222.479
3538010.39 222.521
3536732.80 222.562
3535456.49 222.604
3534181.45 222.646
3532907.70 222.688
3531635.22 222.729
3530364.00 222.771
3529094.06 222.812
3527825.37 222.854
3526557.95 222.896
3525291.78 222.938
3524026.86 222.979
3522763.20 223.021
3521500.77 223.062
3520239.59 223.104
3518979.65 223.146
3517720.94 223.188
3516463.47 223.229
3515207.22 223.271
3513952.19 223.312
3512698.39 223.354
3511445.81 223.396
3510194.43 223.438
3508944.27 223.479
3507695.32 223.521
3506447.57 223.562
3505201.02 223.604
3503955.67 223.646
3502711.51 223.688
3501468.53 223.729
3500226.75 223.771
3498986.15 223.812
3497746.73 223.854
3496508.48 223.896
3495271.40 223.938
3494035.50 223.979
3492800.76 224.021
3491567.18 224.062
3490334.76 224.104
3489103.50 224.146
3487873.38 224.188
3486644.42 224.229
3485416.59 224.271
3484189.91 224.312
3482964.37 224.354
3481739.96 224.396
3480516.68 224.438
3479294.53 224.479
3478073.51 224.521
3476853.60 224.562
3475634.81 224.604
3474417.13 224.646
3473200.56 224.688
3471985.10 224.729
3470770.74 224.771
3469557.48 224.812
3468345.32 224.854
3467134.25 224.896
3465924.27 224.938
3464715.37 224.979
3463507.57 225.021
3462300.93 225.062
3461095.48 225.104
3459891.20 225.146
3458688.10 225.188
3457486.17 225.229
3456285.40 225.271
3455085.81 225.312
3453887.38 225.354
3452690.11 225.396
3451494.00 225.438
3450299.05 225.479
3449105.26 225.521
3447912.61 225.562
3446721.12 225.604
3445530.78 225.646
3444341.58 225.688
3443153.52 225.729
3441966.61 225.771
3440780.83 225.812
3439596.20 225.854
3438412.69 225.896
3437230.32 225.938
3436049.07 225.979
3434868.95 226.021
3433689.96 226.062
3432512.09 226.104
3431335.34 226.146
3430159.70 226.188
3428985.18 226.229
3427811.77 226.271
3426639.48 226.312
3425468.29 226.354
3424298.20 226.396
3423129.22 226.438
3421961.34 226.479
3420794.56 226.521
3419628.87 226.562
3418464.27 226.604
3417300.77 226.646
3416138.36 226.688
3414977.03 226.729
3413816.79 226.771
3412657.62 226.812
3411499.54 226.854
3410342.54 226.896
3409186.60 226.938
3408031.74 226.979
3406877.95 227.021
3405725.23 227.062
3404573.57 227.104
3403422.98 227.146
3402273.44 227.188
3401124.97 227.229
3399977.54 227.271
3398831.17 227.312
3397685.86 227.354
3396541.59 227.396
3395398.36 227.438
3394256.18 227.479
3393115.04 227.521
3391974.94 227.562
3390835.88 227.604
3389697.85 227.646
3388560.85 227.688
3387424.88 227.729
3386289.94 227.771
3385156.02 227.812
3384023.12 227.854
3382891.25 227.896
3381760.39 227.938
3380630.54 227.979
3379501.71 228.021
3378373.89 228.062
3377247.08 228.104
3376121.27 228.146
3374996.47 228.188
3373872.66 228.229
3372749.86 228.271
3371628.05 228.312
3370507.23 228.354
3369387.41 228.396
3368268.57 228.438
3367150.72 228.479
3366033.86 228.521
3364917.97 228.562
3363803.07 228.604
3362689.14 228.646
3361576.19 228.688
3360464.21 228.729
3359353.20 228.771
3358243.15 228.812
3357134.08 228.854
3356025.96 228.896
3354918.81 228.938
3353812.61 228.979
3352707.37 229.021
3351603.08 229.062
3350499.74 229.104
3349397.35 229.146
3348295.91 229.188
3347195.41 229.229
3346095.85 229.271
3344997.23 229.312
3343899.55 229.354
3342802.80 229.396
3341706.99 229.438
3340612.10 229.479
3339518.14 229.521
3338425.10 229.562
3337332.99 229.604
3336241.80 229.646
3335151.52 229.688
3334062.16 229.729
3332973.71 229.771
3331886.18 229.812
3330799.55 229.854
3329713.82 229.896
3328629.00 229.938
3327545.09 229.979
3326462.07 230.021
3325380.02 230.062
3324298.93 230.104
3323218.80 230.146
3322139.64 230.188
3321061.43 230.229
3319984.18 230.271
3318907.89 230.312
3317832.55 230.354
3316758.16 230.396
3315684.72 230.438
3314612.23 230.479
3313540.68 230.521
3312470.08 230.562
3311400.43 230.604
3310331.71 230.646
3309263.93 230.688
3308197.09 230.729
3307131.19 230.771
3306066.22 230.812
3305002.18 230.854
3303939.07 230.896
3302876.89 230.938
3301815.63 230.979
3300755.30 231.021
3299695.89 231.062
3298637.40 231.104
3297579.83 231.146
3296523.18 231.188
3295467.44 231.229
3294412.62 231.271
3293358.71 231.312
3292305.70 231.354
3291253.61 231.396
3290202.42 231.438
3289152.14 231.479
3288102.75 231.521
3287054.27 231.562
3286006.69 231.604
3284960.00 231.646
3283914.21 231.688
3282869.31 231.729
3281825.31 231.771
3280782.19 231.812
3279739.96 231.854
3278698.62 231.896
3277658.16 231.938
3276618.58 231.979
3275579.88 232.021
3274542.06 232.062
3273505.12 232.104
3272469.05 232.146
3271433.86 232.188
3270399.54 232.229
3269366.08 232.271
3268333.50 232.312
3267301.78 232.354
3266270.92 232.396
3265240.93 232.438
3264211.79 232.479
3263183.52 232.521
3262156.10 232.562
3261129.53 232.604
3260103.82 232.646
3259078.96 232.688
3258054.95 232.729
3257031.79 232.771
3256009.47 232.812
3254987.99 232.854
3253967.36 232.896
3252947.57 232.938
3251928.61 232.979
3250910.50 233.021
3249893.21 233.062
3248876.76 233.104
3247861.14 233.146
3246846.35 233.188
3245832.39 233.229
3244819.25 233.271
3243806.93 233.312
3242795.44 233.354
3241784.77 233.396
3240774.91 233.438
3239765.87 233.479
3238757.65 233.521
3237750.24 233.562
3236743.64 233.604
3235737.85 233.646
3234732.86 233.688
3233728.68 233.729
3232725.30 233.771
3231722.73 233.812
3230720.96 233.854
3229719.98 233.896
3228719.80 233.938
3227720.41 233.979
3226721.82 234.021
3225724.01 234.062
3224727.00 234.104
3223730.77 234.146
3222735.33 234.188
3221740.67 234.229
3220746.79 234.271
3219753.69 234.312
3218761.37 234.354
3217769.82 234.396
3216779.05 234.438
3215789.06 234.479
3214799.83 234.521
3213811.37 234.562
3212823.68 234.604
3211836.75 234.646
3210850.58 234.688
3209865.18 234.729
3208880.54 234.771
3207896.65 234.812
3206913.52 234.854
3205931.14 234.896
3204949.52 234.938
3203968.64 234.979
3202988.53 235.021
3202009.20 235.062
3201030.68 235.104
3200052.95 235.146
3199076.02 235.188
3198099.88 235.229
3197124.54 235.271
3196149.99 235.312
3195176.24 235.354
3194203.27 235.396
3193231.09 235.438
3192259.70 235.479
3191289.09 235.521
3190319.27 235.562
3189350.23 235.604
3188381.98 235.646
3187414.50 235.688
3186447.80 235.729
3185481.88 235.771
3184516.73 235.812
3183552.36 235.854
3182588.76 235.896
3181625.93 235.938
3180663.88 235.979
3179702.59 236.021
3178742.07 236.062
3177782.32 236.104
3176823.33 236.146
3175865.10 236.188
3174907.64 236.229
3173950.93 236.271
3172994.99 236.312
3172039.80 236.354
3171085.37 236.396
3170131.70 236.438
3169178.78 236.479
3168226.61 236.521
3167275.19 236.562
3166324.52 236.604
3165374.60 236.646
3164425.42 236.688
3163476.99 236.729
3162529.30 236.771
3161582.36 236.812
3160636.16 236.854
3159690.69 236.896
3158745.97 236.938
3157801.98 236.979
3156858.73 237.021
3155916.21 237.062
3154974.42 237.104
3154033.37 237.146
3153093.04 237.188
3152153.45 237.229
3151214.58 237.271
3150276.43 237.312
3149339.01 237.354
3148402.32 237.396
3147466.34 237.438
3146531.09 237.479
3145596.55 237.521
3144662.73 237.562
3143729.63 237.604
3142797.24 237.646
3141865.56 237.688
3140934.60 237.729
3140004.34 237.771
3139074.80 237.812
3138145.96 237.854
3137217.83 237.896
3136290.40 237.938
3135363.68 237.979
3134437.65 238.021
3133512.33 238.062
3132587.71 238.104
3131663.79 238.146
3130740.56 238.188
3129818.03 238.229
3128896.19 238.271
3127975.04 238.312
3127054.58 238.354
3126134.82 238.396
3125215.74 238.438
3124297.34 238.479
3123379.64 238.521
3122462.61 238.562
3121546.27 238.604
3120630.61 238.646
3119715.63 238.688
3118801.33 238.729
3117887.70 238.771
3116974.75 238.812
3116062.48 238.854
3115150.87 238.896
3114239.94 238.938
3113329.68 238.979
3112420.08 239.021
3111511.16 239.062
3110602.90 239.104
3109695.30 239.146
3108788.37 239.188
3107882.09 239.229
3106976.48 239.271
3106071.53 239.312
3105167.23 239.354
3104263.59 239.396
3103360.60 239.438
3102458.27 239.479
3101556.59 239.521
3100655.56 239.562
3099755.17 239.604
3098855.44 239.646
3097956.35 239.688
3097057.91 239.729
3096160.11 239.771
3095262.95 239.812
3094366.43 239.854
3093470.55 239.896
3092575.31 239.938
3091680.70 239.979
3090786.74 240.021
3089893.44 240.062
3089000.82 240.104
3088108.87 240.146
3087217.59 240.188
3086326.98 240.229
3085437.04 240.271
3084547.77 240.312
3083659.17 240.354
3082771.23 240.396
3081883.95 240.438
3080997.34 240.479
3080111.39 240.521
3079226.10 240.562
3078341.48 240.604
3077457.51 240.646
3076574.20 240.688
3075691.55 240.729
3074809.55 240.771
3073928.21 240.812
3073047.52 240.854
3072167.48 240.896
3071288.10 240.938
3070409.36 240.979
3069531.28 241.021
3068653.84 241.062
3067777.05 241.104
3066900.91 241.146
3066025.41 241.188
3065150.56 241.229
3064276.35 241.271
3063402.78 241.312
3062529.85 241.354
3061657.57 241.396
3060785.92 241.438
3059914.91 241.479
3059044.53 241.521
3058174.79 241.562
3057305.68 241.604
3056437.21 241.646
3055569.37 241.688
3054702.16 241.729
3053835.58 241.771
3052969.63 241.812
3052104.31 241.854
3051239.61 241.896
3050375.54 241.938
3049512.09 241.979
3048649.27 242.021
3047787.07 242.062
3046925.49 242.104
3046064.53 242.146
3045204.19 242.188
3044344.47 242.229
3043485.37 242.271
3042626.88 242.312
3041769.00 242.354
3040911.74 242.396
3040055.09 242.438
3039199.06 242.479
3038343.63 242.521
3037488.82 242.562
3036634.61 242.604
3035781.01 242.646
3034928.01 242.688
3034075.62 242.729
3033223.84 242.771
3032372.65 242.812
3031522.07 242.854
3030672.09 242.896
3029822.71 242.938
3028973.93 242.979
3028125.74 243.021
3027278.15 243.062
3026431.16 243.104
3025584.76 243.146
3024738.95 243.188
3023893.74 243.229
3023049.12 243.271
3022205.08 243.312
3021361.64 243.354
3020518.78 243.396
3019676.51 243.438
3018834.83 243.479
3017993.73 243.521
3017153.21 243.562
3016313.27 243.604
3015473.92 243.646
3014635.15 243.688
3013796.95 243.729
3012959.34 243.771
3012122.30 243.812
3011285.83 243.854
3010449.94 243.896
3009614.63 243.938
3008779.88 243.979
3007945.71 244.021
3007112.11 244.062
3006279.08 244.104
3005446.62 244.146
3004614.72 244.188
3003783.39 244.229
3002952.62 244.271
3002122.42 244.312
3001292.78 244.354
3000463.70 244.396
2999635.19 244.438
2998807.23 244.479
2997979.83 244.521
2997152.99 244.562
2996326.71 244.604
2995500.98 244.646
2994675.80 244.688
2993851.18 244.729
2993027.11 244.771
2992203.59 244.812
2991380.62 244.854
2990558.19 244.896
2989736.32 244.938
2988914.99 244.979
2988094.22 245.021
2987274.01 245.062
2986454.38 245.104
2985635.32 245.146
2984816.84 245.188
2983998.93 245.229
2983181.59 245.271
2982364.83 245.312
2981548.63 245.354
2980733.01 245.396
2979917.95 245.438
2979103.46 245.479
2978289.53 245.521
2977476.17 245.562
2976663.38 245.604
2975851.15 245.646
2975039.48 245.688
2974228.38 245.729
2973417.83 245.771
2972607.85 245.812
2971798.43 245.854
2970989.56 245.896
2970181.26 245.938
2969373.51 245.979
2968566.31 246.021
2967759.68 246.062
2966953.59 246.104
2966148.06 246.146
2965343.08 246.188
2964538.66 246.229
2963734.78 246.271
2962931.46 246.312
2962128.68 246.354
2961326.45 246.396
2960524.77 246.438
2959723.64 246.479
2958923.05 246.521
2958123.01 246.562
2957323.51 246.604
2956524.55 246.646
2955726.14 246.688
2954928.26 246.729
2954130.93 246.771
2953334.14 246.812
2952537.88 246.854
2951742.16 246.896
2950946.98 246.938
2950152.34 246.979
2949358.23 247.021
2948564.65 247.062
2947771.61 247.104
2946979.10 247.146
2946187.12 247.188
2945395.68 247.229
2944604.76 247.271
2943814.37 247.312
2943024.51 247.354
2942235.18 247.396
2941446.37 247.438
2940658.09 247.479
2939870.33 247.521
2939083.10 247.562
2938296.39 247.604
2937510.20 247.646
2936724.53 247.688
2935939.38 247.729
2935154.76 247.771
2934370.65 247.812
2933587.05 247.854
2932803.98 247.896
2932021.42 247.938
2931239.37 247.979
2930457.84 248.021
2929676.83 248.062
2928896.32 248.104
2928116.33 248.146
2927336.84 248.188
2926557.87 248.229
2925779.41 248.271
2925001.45 248.312
2924224.00 248.354
2923447.05 248.396
2922670.62 248.438
2921894.68 248.479
2921119.25 248.521
2920344.32 248.562
2919569.90 248.604
2918795.97 248.646
2918022.55 248.688
2917249.62 248.729
2916477.19 248.771
2915705.26 248.812
2914933.83 248.854
2914162.89 248.896
2913392.45 248.938
2912622.50 248.979
2911853.04 249.021
2911084.08 249.062
2910315.60 249.104
2909547.62 249.146
2908780.13 249.188
2908013.12 249.229
2907246.61 249.271
2906480.58 249.312
2905715.03 249.354
2904949.97 249.396
2904185.40 249.438
2903421.31 249.479
2902657.70 249.521
2901894.57 249.562
2901131.93 249.604
2900369.76 249.646
2899608.07 249.688
2898846.86 249.729
2898086.13 249.771
2897325.87 249.812
2896566.09 249.854
2895806.79 249.896
2895047.96 249.938
2894289.60 249.979
2893531.71 250.021
2892774.32 250.062
2892017.43 250.104
2891261.03 250.146
2890505.12 250.188
2889749.71 250.229
2888994.80 250.271
2888240.37 250.312
2887486.44 250.354
2886733.00 250.396
2885980.05 250.438
2885227.59 250.479
2884475.61 250.521
2883724.13 250.562
2882973.13 250.604
2882222.63 250.646
2881472.60 250.688
2880723.07 250.729
2879974.01 250.771
2879225.44 250.812
2878477.36 250.854
2877729.76 250.896
2876982.64 250.938
2876236.00 250.979
2875489.84 251.021
2874744.16 251.062
2873998.96 251.104
2873254.24 251.146
2872510.00 251.188
2871766.23 251.229
2871022.94 251.271
2870280.13 251.312
2869537.79 251.354
2868795.93 251.396
2868054.53 251.438
2867313.62 251.479
2866573.17 251.521
2865833.20 251.562
2865093.69 251.604
2864354.66 251.646
2863616.09 251.688
2862878.00 251.729
2862140.37 251.771
2861403.21 251.812
2860666.51 251.854
2859930.29 251.896
2859194.52 251.938
2858459.22 251.979
2857724.39 252.021
2856990.02 252.062
2856256.11 252.104
2855522.66 252.146
2854789.67 252.188
2854057.14 252.229
2853325.08 252.271
2852593.47 252.312
2851862.31 252.354
2851131.62 252.396
2850401.38 252.438
2849671.60 252.479
2848942.28 252.521
2848213.41 252.562
2847484.99 252.604
2846757.02 252.646
2846029.51 252.688
2845302.45 252.729
2844575.84 252.771
2843849.68 252.812
2843123.97 252.854
2842398.71 252.896
2841673.90 252.938
2840949.54 252.979
2840225.62 253.021
2839502.15 253.062
2838779.12 253.104
2838056.54 253.146
2837334.40 253.188
2836612.71 253.229
2835891.45 253.271
2835170.64 253.312
2834450.27 253.354
2833730.35 253.396
2833010.86 253.438
2832291.81 253.479
2831573.19 253.521
2830855.02 253.562
2830137.28 253.604
2829419.98 253.646
2828703.12 253.688
2827986.69 253.729
2827270.69 253.771
2826555.13 253.812
2825840.00 253.854
2825125.30 253.896
2824411.03 253.938
2823697.20 253.979
2822983.79 254.021
2822270.81 254.062
2821558.26 254.104
2820846.14 254.146
2820134.45 254.188
2819423.18 254.229
2818712.34 254.271
2818001.92 254.312
2817291.93 254.354
2816582.36 254.396
2815873.21 254.438
2815164.49 254.479
2814456.18 254.521
2813748.30 254.562
2813040.84 254.604
2812333.80 254.646
2811627.17 254.688
2810920.96 254.729
2810215.18 254.771
2809509.80 254.812
2808804.85 254.854
2808100.30 254.896
2807396.18 254.938
2806692.46 254.979
2805989.16 255.021
2805286.30 255.062
2804583.86 255.104
2803881.86 255.146
2803180.28 255.188
2802479.14 255.229
2801778.43 255.271
2801078.15 255.312
2800378.30 255.354
2799678.87 255.396
2798979.88 255.438
2798281.31 255.479
2797583.17 255.521
2796885.45 255.562
2796188.16 255.604
2795491.29 255.646
2794794.85 255.688
2794098.83 255.729
2793403.24 255.771
2792708.07 255.812
2792013.32 255.854
2791318.99 255.896
2790625.08 255.938
2789931.59 255.979
2789238.53 256.021
2788545.88 256.062
2787853.65 256.104
2787161.83 256.146
2786470.44 256.188
2785779.46 256.229
2785088.90 256.271
2784398.75 256.312
2783709.02 256.354
2783019.70 256.396
2782330.80 256.438
2781642.30 256.479
2780954.23 256.521
2780266.56 256.562
2779579.31 256.604
2778892.46 256.646
2778206.03 256.688
2777520.00 256.729
2776834.39 256.771
2776149.18 256.812
2775464.38 256.854
2774779.99 256.896
2774096.01 256.938
2773412.43 256.979
2772729.26 257.021
2772046.49 257.062
2771364.13 257.104
2770682.17 257.146
2770000.61 257.188
2769319.46 257.229
2768638.71 257.271
2767958.36 257.312
2767278.41 257.354
2766598.86 257.396
2765919.71 257.438
2765240.96 257.479
2764562.61 257.521
2763884.65 257.562
2763207.10 257.604
2762529.94 257.646
2761853.17 257.688
2761176.80 257.729
2760500.83 257.771
2759825.25 257.812
2759150.07 257.854
2758475.28 257.896
2757800.88 257.938
2757126.87 257.979
2756453.26 258.021
2755780.03 258.062
2755107.20 258.104
2754434.76 258.146
2753762.70 258.188
2753091.03 258.229
2752419.76 258.271
2751748.87 258.312
2751078.36 258.354
2750408.24 258.396
2749738.51 258.438
2749069.16 258.479
2748400.20 258.521
2747731.62 258.562
2747063.43 258.604
2746395.61 258.646
2745728.18 258.688
2745061.13 258.729
2744394.47 258.771
2743728.18 258.812
2743062.27 258.854
2742396.74 258.896
2741731.59 258.938
2741066.82 258.979
2740402.42 259.021
2739738.41 259.062
2739074.76 259.104
2738411.50 259.146
2737748.61 259.188
2737086.09 259.229
2736423.95 259.271
2735762.18 259.312
2735100.78 259.354
2734439.76 259.396
2733779.10 259.438
2733118.82 259.479
2732458.91 259.521
2731799.37 259.562
2731140.20 259.604
2730481.39 259.646
2729822.96 259.688
2729164.89 259.729
2728507.19 259.771
2727849.85 259.812
2727192.88 259.854
2726536.28 259.896
2725880.04 259.938
2725224.17 259.979
2724568.65 260.021
2723913.52 260.062
2723258.77 260.104
2722604.39 260.146
2721950.40 260.188
2721296.78 260.229
2720643.53 260.271
2719990.67 260.312
2719338.18 260.354
2718686.06 260.396
2718034.33 260.438
2717382.96 260.479
2716731.97 260.521
2716081.36 260.562
2715431.12 260.604
2714781.25 260.646
2714131.75 260.688
2713482.62 260.729
2712833.87 260.771
2712185.49 260.812
2711537.48 260.854
2710889.84 260.896
2710242.56 260.938
2709595.66 260.979
2708949.13 261.021
2708302.96 261.062
2707657.16 261.104
2707011.73 261.146
2706366.67 261.188
2705721.97 261.229
2705077.64 261.271
2704433.67 261.312
2703790.07 261.354
2703146.84 261.396
2702503.96 261.438
2701861.45 261.479
2701219.31 261.521
2700577.52 261.562
2699936.10 261.604
2699295.04 261.646
2698654.34 261.688
2698014.01 261.729
2697374.03 261.771
2696734.41 261.812
2696095.15 261.854
2695456.25 261.896
2694817.71 261.938
2694179.53 261.979
2693541.70 262.021
2692904.24 262.062
2692267.12 262.104
2691630.37 262.146
2690993.97 262.188
2690357.92 262.229
2689722.23 262.271
2689086.89 262.312
2688451.91 262.354
2687817.28 262.396
2687183.00 262.438
2686549.08 262.479
2685915.51 262.521
2685282.29 262.562
2684649.42 262.604
2684016.90 262.646
2683384.73 262.688
2682752.91 262.729
2682121.43 262.771
2681490.31 262.812
2680859.54 262.854
2680229.11 262.896
2679599.03 262.938
2678969.30 262.979
2678339.91 263.021
2677710.87 263.062
2677082.17 263.104
2676453.82 263.146
2675825.81 263.188
2675198.15 263.229
2674570.83 263.271
2673943.85 263.312
2673317.22 263.354
2672690.93 263.396
2672064.98 263.438
2671439.37 263.479
2670814.10 263.521
2670189.17 263.562
2669564.58 263.604
2668940.33 263.646
2668316.42 263.688
2667692.84 263.729
2667069.61 263.771
2666446.71 263.812
2665824.15 263.854
2665201.92 263.896
2664580.04 263.938
2663958.48 263.979
2663337.26 264.021
2662716.38 264.062
2662095.83 264.104
2661475.61 264.146
2660855.73 264.188
2660236.18 264.229
2659616.96 264.271
2658998.07 264.312
2658379.52 264.354
2657761.29 264.396
2657143.40 264.438
2656525.83 264.479
2655908.60 264.521
2655291.69 264.562
2654675.11 264.604
2654058.86 264.646
2653442.94 264.688
2652827.34 264.729
2652212.07 264.771
2651597.13 264.812
2650982.51 264.854
2650368.22 264.896
2649754.25 264.938
2649140.61 264.979
2648527.29 265.021
2647914.31 265.062
2647301.66 265.104
2646689.35 265.146
2646077.37 265.188
2645465.73 265.229
2644854.43 265.271
2644243.46 265.312
2643632.82 265.354
2643022.51 265.396
2642412.54 265.438
2641802.90 265.479
2641193.60 265.521
2640584.62 265.562
2639975.98 265.604
2639367.67 265.646
2638759.68 265.688
2638152.03 265.729
2637544.71 265.771
2636937.72 265.812
2636331.05 265.854
2635724.72 265.896
2635118.71 265.938
2634513.03 265.979
2633907.68 266.021
2633302.66 266.062
2632697.96 266.104
2632093.59 266.146
2631489.54 266.188
2630885.82 266.229
2630282.43 266.271
2629679.36 266.312
2629076.61 266.354
2628474.19 266.396
2627872.09 266.438
2627270.31 266.479
2626668.85 266.521
2626067.72 266.562
2625466.91 266.604
2624866.42 266.646
2624266.26 266.688
2623666.41 266.729
2623066.88 266.771
2622467.67 266.812
2621868.79 266.854
2621270.22 266.896
2620671.97 266.938
2620074.03 266.979
2619476.42 267.021
2618879.12 267.062
2618282.14 267.104
2617685.48 267.146
2617089.13 267.188
2616493.10 267.229
2615897.38 267.271
2615301.98 267.312
2614706.89 267.354
2614112.12 267.396
2613517.66 267.438
2612923.51 267.479
2612329.68 267.521
2611736.16 267.562
2611142.95 267.604
2610550.05 267.646
2609957.47 267.688
2609365.19 267.729
2608773.23 267.771
2608181.57 267.812
2607590.23 267.854
2606999.19 267.896
2606408.47 267.938
2605818.05 267.979
2605227.94 268.021
2604638.14 268.062
2604048.64 268.104
2603459.45 268.146
2602870.57 268.188
2602282.00 268.229
2601693.73 268.271
2601105.76 268.312
2600518.10 268.354
2599930.75 268.396
2599343.70 268.438
2598756.95 268.479
2598170.51 268.521
2597584.37 268.562
2596998.53 268.604
2596412.99 268.646
2595827.75 268.688
2595242.82 268.729
2594658.19 268.771
2594073.86 268.812
2593489.82 268.854
2592906.09 268.896
2592322.66 268.938
2591739.52 268.979
2591156.69 269.021
2590574.15 269.062
2589991.91 269.104
2589409.96 269.146
2588828.32 269.188
2588246.97 269.229
2587665.91 269.271
2587085.15 269.312
2586504.69 269.354
2585924.52 269.396
2585344.65 269.438
2584765.07 269.479
2584185.78 269.521
2583606.79 269.562
2583028.09 269.604
2582449.68 269.646
2581871.56 269.688
2581293.74 269.729
2580716.20 269.771
2580138.96 269.812
2579562.01 269.854
2578985.35 269.896
2578408.97 269.938
2577832.89 269.979
2577257.10 270.021
2576681.60 270.062
2576106.41 270.104
2575531.51 270.146
2574956.92 270.188
2574382.62 270.229
2573808.62 270.271
2573234.92 270.312
2572661.52 270.354
2572088.41 270.396
2571515.60 270.438
2570943.09 270.479
2570370.88 270.521
2569798.96 270.562
2569227.34 270.604
2568656.01 270.646
2568084.97 270.688
2567514.24 270.729
2566943.79 270.771
2566373.64 270.812
2565803.79 270.854
2565234.22 270.896
2564664.95 270.938
2564095.97 270.979
2563527.29 271.021
2562958.90 271.062
2562390.79 271.104
2561822.98 271.146
2561255.46 271.188
2560688.23 271.229
2560121.29 271.271
2559554.64 271.312
2558988.28 271.354
2558422.21 271.396
2557856.43 271.438
2557290.94 271.479
2556725.73 271.521
2556160.81 271.562
2555596.18 271.604
2555031.84 271.646
2554467.78 271.688
2553904.01 271.729
2553340.52 271.771
2552777.32 271.812
2552214.41 271.854
2551651.78 271.896
2551089.43 271.938
2550527.37 271.979
2549965.60 272.021
2549404.10 272.062
2548842.89 272.104
2548281.97 272.146
2547721.32 272.188
2547160.96 272.229
2546600.88 272.271
2546041.08 272.312
2545481.56 272.354
2544922.32 272.396
2544363.37 272.438
2543804.69 272.479
2543246.29 272.521
2542688.17 272.562
2542130.33 272.604
2541572.77 272.646
2541015.49 272.688
2540458.49 272.729
2539901.76 272.771
2539345.31 272.812
2538789.14 272.854
2538233.24 272.896
2537677.62 272.938
2537122.28 272.979
2536567.21 273.021
2536012.42 273.062
2535457.90 273.104
2534903.66 273.146
2534349.69 273.188
2533795.99 273.229
2533242.57 273.271
2532689.42 273.312
2532136.54 273.354
2531583.94 273.396
2531031.61 273.438
2530479.55 273.479
2529927.76 273.521
2529376.24 273.562
2528824.99 273.604
2528274.01 273.646
2527723.31 273.688
2527172.87 273.729
2526622.70 273.771
2526072.80 273.812
2525523.17 273.854
2524973.81 273.896
2524424.71 273.938
2523875.89 273.979
2523327.33 274.021
2522779.03 274.062
2522231.00 274.104
2521683.24 274.146
2521135.75 274.188
2520588.52 274.229
2520041.56 274.271
2519494.86 274.312
2518948.42 274.354
